Id,SalePrice
<<<<<<< HEAD
1461,134783.96040998027
1462,153431.77235680306
1463,176661.26403598348
1464,182583.81301676854
1465,197915.90852822876
1466,176879.67894309433
1467,161869.00313780596
1468,163707.6914503309
1469,199435.28646611096
1470,118418.11701171426
1471,202314.6792259221
1472,118388.06031931844
1473,117749.60101998784
1474,153812.427315705
1475,139442.27318632603
1476,382708.2975651431
1477,258397.5007900945
1478,310539.7434812742
1479,297042.1149309464
1480,415340.79775673663
1481,344514.3345960141
1482,211441.18811976817
1483,181430.83133558976
1484,168661.42996791983
1485,153775.56629740214
1486,197002.70650380338
1487,364418.7962779845
1488,261994.4216442029
1489,194946.5676206709
1490,199957.38672517939
1491,200716.04107206827
1492,100621.50286814244
1493,181871.1003789259
1494,310398.02408163436
1495,314853.7193236407
1496,218090.09119282244
1497,200972.8486188841
1498,157497.79716964532
1499,157846.7356591993
1500,152530.58344437415
1501,167392.16073402436
1502,158240.83471838618
1503,277267.2702508676
1504,220420.4947969406
1505,214856.68248638045
1506,192438.2165663219
1507,243140.89384744642
1508,207974.7800269276
1509,155839.65780344373
1510,148149.33734020637
1511,146631.32663142914
1512,164860.65452002222
1513,155461.7275015451
1514,151098.6367091043
1515,228297.11374333268
1516,144596.1459138021
1517,153098.52197346324
1518,151079.94416000694
1519,213101.77990322886
1520,127873.50961034792
1521,133804.83861793065
1522,187188.20119769312
1523,115385.37029527966
1524,118358.96613419382
1525,112807.75880500907
1526,116229.93760586949
1527,111321.60891544819
1528,134055.33708963124
1529,139330.2551022838
1530,175301.82872676197
1531,112014.7013830319
1532,88087.96534124902
1533,155705.9714089376
1534,135654.93063355563
1535,159063.47785895038
1536,114892.37922776351
1537,138344.79930169322
1538,151025.00658845855
1539,195739.64004008612
1540,166601.8334113662
1541,135278.08681354066
1542,143432.63197118277
1543,184690.2503177435
1544,83009.13768652268
1545,106980.68401437579
1546,114237.16082884977
1547,123002.33928959444
1548,120985.11966394307
1549,114907.92938047275
1550,131797.68679078994
1551,120926.9172663507
1552,119898.98368002195
1553,133106.40150777902
1554,131971.5082849064
1555,141183.8613036708
1556,104190.71596433455
1557,121356.55872311769
1558,104150.71080173831
1559,108582.18412389001
1560,128176.04056656128
1561,155132.6503545805
1562,130756.83041422348
1563,112163.6244921675
1564,174252.76445124764
1565,135998.74686299963
1566,226938.9483438735
1567,90248.47993505374
1568,207442.27397616347
1569,145049.53491482558
1570,123778.27953279577
1571,132396.2624322027
1572,144948.65806549136
1573,234192.55120759644
1574,149061.7974749948
1575,221725.16547305975
1576,171743.00071951328
1577,188543.63399760704
1578,133792.10653142864
1579,141278.39465079783
1580,201925.63280576142
1581,137865.78323517647
1582,125187.27165893372
1583,321873.9981319299
1584,245553.30363958888
1585,143767.87503433088
1586,99603.70970744314
1587,99699.45219814917
1588,137962.40957882628
1589,108412.8910860573
1590,138920.42908567656
1591,94290.53268561466
1592,148312.91826532083
1593,115274.99953006301
1594,182731.75381680997
1595,117400.37727555493
1596,205317.07243780373
1597,178002.3272982533
1598,171195.0064893877
1599,183523.81433870224
1600,182115.8582844059
1601,78980.3664229135
1602,109018.60174933635
1603,84335.22271411633
1604,277816.17108552763
1605,251377.53853124427
1606,159552.65508069238
1607,185333.97936556023
1608,204652.78838820057
1609,182680.4882446709
1610,147899.27273796266
1611,149203.12882100558
1612,182899.33239739807
1613,182395.84322518623
1614,120890.19521065289
1615,85023.95475958614
1616,85023.95475958614
1617,105305.73867878923
1618,127308.85670009581
1619,130873.67724479921
1620,187974.97279760847
1621,141852.10284543457
1622,145117.92417285917
1623,288804.1498301248
1624,206238.84393331455
1625,122332.26384962164
1626,171158.70116938045
1627,182671.28918391233
1628,276042.5065252716
1629,161734.54442110425
1630,320998.0425432334
1631,238650.88613259932
1632,267798.46273034345
1633,149889.06913601514
1634,183653.1164236595
1635,164985.04363095853
1636,157335.1141477083
1637,193455.26695604203
1638,208477.70416338928
1639,196617.31541940384
1640,276610.71203678893
1641,200140.69150533574
1642,217136.63100362662
1643,226436.647833928
1644,217734.9650036809
1645,168343.86734716594
1646,145142.279585212
1647,163941.6230216138
1648,145554.75606132904
1649,127646.6079735714
1650,127206.14804250514
1651,138927.89163346263
1652,119451.54776537092
1653,119187.50250828872
1654,159972.92858078284
1655,151701.77351725707
1656,155057.03137310734
1657,161281.76571603818
1658,155676.01380849024
1659,137958.42980317026
1660,148732.69795367727
1661,474145.9910858278
1662,399619.3494104943
1663,373073.48014067346
1664,485230.0020421813
1665,317645.16881659115
1666,293417.5565878027
1667,340735.3171884748
1668,322664.5909625194
1669,281024.07005533576
1670,331310.2714948924
1671,239188.04226505477
1672,417839.55187390884
1673,279369.8013512213
1674,264751.9703836059
1675,186151.70243564574
1676,187306.76388790924
1677,199359.51658977475
1678,486435.2623063284
1679,333477.38699024124
1680,320728.23277967284
1681,235753.8287518532
1682,279729.0500919898
1683,204468.44247699343
1684,177918.9568190747
1685,168802.30080264993
1686,185836.7728214697
1687,150690.03332955716
1688,190769.0488039381
1689,186937.833992993
1690,179676.1961802398
1691,164127.7277746587
1692,235032.37944104476
1693,153775.56629740214
1694,167893.65105244704
1695,152877.4324052683
1696,275234.33032761933
1697,153573.29161143722
1698,367470.69838364143
